apk_name,metrics_type,TP,FP,TN,FN,Precision,Recall,F1_score,Time
com.example.deeplviewer,Layer2,3715,2887,13262,2674,0.5627,0.5815,0.5719,8765.3843
com.trianguloy.isUserAMonkey,Layer2,8,5,184,7,0.6154,0.5333,0.5714,13630.8997
spam.blocker,Layer2,3690,3543,21289,2030,0.5102,0.6451,0.5698,24178.907
org.wbftw.weil.sos,Layer2,3912,3472,18550,2443,0.5298,0.6156,0.5695,22840.9116
network.mysterium.vpn,Layer2,7735,5832,26024,5954,0.5701,0.5651,0.5676,20147.4716
alt.nainapps.aer,Layer2,3328,2791,13918,2309,0.5439,0.5904,0.5662,54.198
de.felixnuesse.timedsilence,Layer2,4289,3478,15181,3119,0.5522,0.579,0.5653,14829.7208
app.cclauncher,Layer2,8000,6898,29398,5430,0.537,0.5957,0.5648,424.5718
com.sosauce.cutecalc,Layer2,3579,3406,18891,2122,0.5124,0.6278,0.5642,12787.0605
com.unciv.app,Layer2,7172,5782,21544,5315,0.5537,0.5744,0.5638,13699.6548
com.codedead.advancedpassgen,Layer2,3580,2804,13137,2764,0.5608,0.5643,0.5625,7886.9834
io.github.yawnoc.strokeinput,Layer2,3361,2610,12281,2620,0.5629,0.5619,0.5624,19152.2729
de.lukasneugebauer.nextcloudcookbook,Layer2,4735,4488,33820,2889,0.5134,0.6211,0.5621,15274.1898
com.streamatico.polymarketviewer,Layer2,3977,3985,23858,2221,0.4995,0.6417,0.5617,13276.0097
eu.veldsoft.vitoshadm,Layer2,3339,2592,12123,2630,0.563,0.5594,0.5612,17750.5272
se.arctosoft.vault,Layer2,4181,3648,21366,2891,0.534,0.5912,0.5612,24034.9989
com.dessalines.thumbkey,Layer2,7904,7160,31151,5344,0.5247,0.5966,0.5583,8473.7634
com.atul.musicplayer,Layer2,4048,3361,15567,3074,0.5464,0.5684,0.5572,7299.1012
de.szalkowski.activitylauncher,Layer2,3475,2737,14662,2798,0.5594,0.554,0.5567,17089.4683
org.secuso.privacyfriendlybattleship,Layer2,3931,3044,15055,3220,0.5636,0.5497,0.5566,21937.724
com.exner.tools.fototimer,Layer2,4051,4093,23817,2372,0.4974,0.6307,0.5562,8996.4609
io.github.exclude0122.xivpn,Layer2,3727,2981,16797,2981,0.5556,0.5556,0.5556,18778.6412
com.maforn.timedshutdown,Layer2,3554,2851,13093,2843,0.5549,0.5556,0.5552,10962.7521
com.sunilpaulmathew.snotz,Layer2,3928,3136,15175,3160,0.5561,0.5542,0.5551,13335.3132
com.termux.window,Layer2,3165,2124,9865,2973,0.5984,0.5156,0.554,13630.2898
com.minar.birday,Layer2,4330,3798,19233,3186,0.5327,0.5761,0.5536,11136.9985
org.sbv.pockettracker,Layer2,4082,3365,15053,3227,0.5481,0.5585,0.5533,21718.8471
com.darkrockstudios.app.securecamera,Layer2,3907,4067,27400,2283,0.49,0.6312,0.5517,8298.5311
com.pcinpact,Layer2,3870,3314,16671,2979,0.5387,0.565,0.5516,11661.9987
de.baumann.browser,Layer2,3511,2856,14023,2874,0.5514,0.5499,0.5507,14525.6213
se.nullable.flickboard,Layer2,3820,4038,23131,2195,0.4861,0.6351,0.5507,24108.1994
yetzio.yetcalc,Layer2,3624,2936,15689,3004,0.5524,0.5468,0.5496,24623.6218
org.exbin.bined.editor.android,Layer2,3267,2606,14174,2760,0.5563,0.5421,0.5491,20645.4771
ch.rmy.android.statusbar,Layer2,3682,3801,20160,2251,0.492,0.6206,0.5489,4389.54
net.osmtracker,Layer2,3628,2885,14764,3077,0.557,0.5411,0.5489,20014.086
org.secuso.privacyfriendlytodolist,Layer2,3728,3260,16992,2882,0.5335,0.564,0.5483,22426.5919
com.pocket,Layer2,4031,3161,15582,3484,0.5605,0.5364,0.5482,11897.3761
app.fluffy,Layer2,8104,7757,37602,5627,0.5109,0.5902,0.5477,2114.6937
de.niendo.ImapNotes3,Layer2,3473,2812,14712,2941,0.5526,0.5415,0.547,16509.9683
com.guruswarupa.launch,Layer2,3510,2935,13968,2912,0.5446,0.5466,0.5456,9675.772
com.flux,Layer2,3828,4126,25787,2266,0.4813,0.6282,0.545,9158.591
com.starry.myne,Layer2,7717,7354,35175,5561,0.512,0.5812,0.5444,13085.8398
helium314.keyboard,Layer2,3615,3685,22442,2378,0.4952,0.6032,0.5439,18148.0881
com.marktka.calculatorYou,Layer2,3534,3028,13389,2902,0.5386,0.5491,0.5438,11024.6458
io.github.teamclouday.AndroidMic,Layer2,3300,3163,17603,2374,0.5106,0.5816,0.5438,19102.7285
com.amrdeveloper.linkhub,Layer2,4161,3596,17626,3391,0.5364,0.551,0.5436,5856.4287
com.antony.muzei.pixiv,Layer2,3786,3338,19243,3029,0.5314,0.5555,0.5432,6485.099
com.dar.nclientv2,Layer2,4233,2926,23930,4193,0.5913,0.5024,0.5432,8161.3629
com.sbv.linkdroid,Layer2,3592,3107,14223,2935,0.5362,0.5503,0.5432,12374.7205
com.davidtakac.bura,Layer2,3511,3480,20010,2431,0.5022,0.5909,0.543,8364.5308
com.stoutner.privacybrowser.standard,Layer2,3608,3068,14831,3004,0.5404,0.5457,0.543,13144.2936
com.example.timenotification,Layer2,3058,2339,10338,2824,0.5666,0.5199,0.5422,8920.8932
fr.ryder.benoit.jmdictdroid,Layer2,3313,3288,18091,2314,0.5019,0.5888,0.5419,18009.0356
org.nqmgaming.aneko,Layer2,4146,4420,26295,2597,0.484,0.6149,0.5416,21319.2958
de.miraisoft.wadoku,Layer2,3097,2346,10031,2898,0.569,0.5166,0.5415,15587.1076
org.application.shikiapp,Layer2,4002,4500,29044,2294,0.4707,0.6356,0.5409,20456.0742
com.appmindlab.nano,Layer2,3919,3372,17192,3285,0.5375,0.544,0.5407,6652.2046
org.vinaygopinath.launchchat,Layer2,3909,4039,19913,2608,0.4918,0.5998,0.5405,22719.8932
fr.hnit.babyname,Layer2,2898,2080,9346,2852,0.5822,0.504,0.5403,17921.4904
org.avmedia.gshockGoogleSync,Layer2,3963,4199,26521,2545,0.4855,0.6089,0.5403,20536.5451
com.dn0ne.lotus,Layer2,7981,7949,39697,5648,0.501,0.5856,0.54,8648.7141
com.ztftrue.music,Layer2,4669,5131,31941,2822,0.4764,0.6233,0.54,14237.7804
de.markusfisch.android.wavelines,Layer2,3244,2668,13461,2891,0.5487,0.5288,0.5386,15387.979
de.phasenrauscher.bicyweather,Layer2,3220,2661,12359,2855,0.5475,0.53,0.5386,16559.9311
com.reminimalism.materialslivewallpaper,Layer2,2744,2089,10719,2632,0.5678,0.5104,0.5376,12088.7135
eu.ottop.yamlauncher,Layer2,3232,2577,13075,2987,0.5564,0.5197,0.5374,17653.7913
com.github.catfriend1.syncthinglite,Layer2,4686,4824,29175,3324,0.4927,0.585,0.5349,9523.4093
org.woheller69.whisper,Layer2,3291,3029,13060,2701,0.5207,0.5492,0.5346,23476.8429
org.privacymatters.safespace,Layer2,4744,5208,32772,3054,0.4767,0.6084,0.5345,21660.0107
com.mrsep.musicrecognizer,Layer2,4110,4809,32033,2357,0.4608,0.6355,0.5343,11283.1094
com.mustafacanyucel.fireflyiiishortcuts,Layer2,3693,3406,17874,3036,0.5202,0.5488,0.5341,11349.0731
com.jherkenhoff.qalculate,Layer2,3349,3529,21244,2317,0.4869,0.5911,0.534,9981.4242
org.nuclearfog.smither,Layer2,3948,3867,23371,3057,0.5052,0.5636,0.5328,21455.6205
org.woheller69.whisperplus,Layer2,3289,3056,13052,2715,0.5184,0.5478,0.5327,23529.2961
com.example.photoswooper,Layer2,3919,4396,24713,2487,0.4713,0.6118,0.5324,8874.6655
com.fpf.smartscan,Layer2,3977,4491,28046,2497,0.4697,0.6143,0.5323,9380.9788
com.termux.api,Layer2,3738,3256,15497,3320,0.5345,0.5296,0.532,13522.517
de.chaosdorf.meteroid,Layer2,3432,3004,16360,3051,0.5333,0.5294,0.5313,14585.5969
org.sunsetware.phocid,Layer2,4477,5273,35638,2648,0.4592,0.6284,0.5306,22592.247
de.markusfisch.android.shadereditor,Layer2,3315,2825,16858,3048,0.5399,0.521,0.5303,15335.7714
me.ocv.partyup,Layer2,3160,2637,12508,2978,0.5451,0.5148,0.5295,19621.177
de.dbauer.expensetracker,Layer2,3938,4890,28095,2111,0.4461,0.651,0.5294,14668.6262
d.d.meshenger,Layer2,3307,2869,15332,3030,0.5355,0.5219,0.5286,14407.4446
me.sergiotarxz.bedrockstation.pro,Layer2,3060,2618,12065,2840,0.5389,0.5186,0.5286,19729.0583
com.cliffracertech.soundaura,Layer2,4104,4382,24392,2943,0.4836,0.5824,0.5284,7829.3019
com.zell,Layer2,4086,4681,26854,2649,0.4661,0.6067,0.5272,14140.7894
dev.leonlatsch.photok,Layer2,4803,5337,32096,3286,0.4737,0.5938,0.527,17541.9429
de.mm20.launcher2.release,Layer2,10820,6674,35199,12760,0.6185,0.4589,0.5269,16119.0765
net.nhiroki.bluelineconsole,Layer2,2787,2371,11145,2649,0.5403,0.5127,0.5261,19955.729
com.darkempire78.opencalculator,Layer2,3377,3083,13886,3037,0.5228,0.5265,0.5246,8217.0399
org.y20k.escapepod,Layer2,4170,4282,23796,3298,0.4934,0.5584,0.5239,23666.4467
com.sakethh.linkora,Layer2,3829,4674,30730,2295,0.4503,0.6252,0.5236,12317.4969
de.arnowelzel.android.periodical,Layer2,3976,4227,18153,3074,0.4847,0.564,0.5213,14471.0923
org.eagsoftware.basiccashflow,Layer2,3131,2883,12474,2882,0.5206,0.5207,0.5207,20589.8453
com.sosauce.cutemusic,Layer2,4526,5704,33816,2636,0.4424,0.6319,0.5205,12884.7242
v4lpt.vpt.f036.esw,Layer2,3179,2859,13755,3011,0.5265,0.5136,0.52,24564.0447
org.fossify.math,Layer2,4594,5188,30556,3315,0.4696,0.5809,0.5194,20837.5545
org.woheller69.whobird,Layer2,3342,3320,15134,2885,0.5017,0.5367,0.5186,23589.4593
org.app.geotagvideocamera,Layer2,4163,5025,27419,2718,0.4531,0.605,0.5181,20368.0333
com.rootminusone8004.bazarnote,Layer2,3120,2884,12848,2952,0.5197,0.5138,0.5167,12140.5951
com.encrypt.bwt,Layer2,3364,3098,15919,3212,0.5206,0.5116,0.516,8711.2543
org.woheller69.spritpreise,Layer2,3649,3690,16850,3165,0.4972,0.5355,0.5157,23357.4631
com.aks,Layer2,4034,4938,32990,2658,0.4496,0.6028,0.5151,5092.5322
org.fossify.calendar,Layer2,4678,5448,32743,3362,0.462,0.5818,0.515,20747.1793
org.woheller69.seemless,Layer2,3002,2899,12614,2806,0.5087,0.5169,0.5128,23297.0673
com.looker.droidify,Layer2,4190,5118,28230,2858,0.4502,0.5945,0.5124,10313.7129
livio.rssreader,Layer2,3165,2963,15880,3091,0.5165,0.5059,0.5111,19340.575
org.woheller69.PeakOrama,Layer2,2819,2756,12652,2653,0.5057,0.5152,0.5104,22890.4881
com.fmsys.snapdrop,Layer2,3458,3397,16573,3271,0.5044,0.5139,0.5091,9295.6801
de.micmun.android.nextcloudcookbook,Layer2,3990,3865,21506,3831,0.508,0.5102,0.5091,15541.8449
org.wbftw.weil.passwordgenerator,Layer2,3114,2884,13976,3139,0.5192,0.498,0.5084,22775.7803
com.starry.greenstash,Layer2,4105,5372,32496,2611,0.4332,0.6112,0.507,12980.8073
com.noahjutz.gymroutines,Layer2,3688,4583,27260,2623,0.4459,0.5844,0.5058,11484.936
io.github.doubi88.slideshowwallpaper,Layer2,3008,2753,13344,3124,0.5221,0.4905,0.5058,18707.2342
su.xash.husky,Layer2,5560,5936,37420,4955,0.4836,0.5288,0.5052,24300.2211
com.machiav3lli.fdroid,Layer2,7583,5331,28510,9537,0.5872,0.4429,0.505,10887.0573
net.viggers.zade.wallpaper,Layer2,2913,2881,12738,2866,0.5028,0.5041,0.5034,20065.8553
me.velc.devqs,Layer2,4,1,88,7,0.8,0.3636,0.5,19729.3386
lying.fengfeng.foodrecords,Layer2,3272,4082,25134,2477,0.4449,0.5691,0.4994,19419.6447
com.danilkinkin.buckwheat,Layer2,3152,3777,23091,2564,0.4549,0.5514,0.4985,8077.4513
com.daniebeler.pfpixelix,Layer2,4311,5953,40227,2795,0.42,0.6067,0.4964,8007.3947
org.openobservatory.ooniprobe,Layer2,4066,5772,37134,2508,0.4133,0.6185,0.4955,21564.0059
io.github.subhamtyagi.ocr,Layer2,3706,4325,18228,3275,0.4615,0.5309,0.4937,19043.5127
de.readeckapp,Layer2,3811,4676,29493,3145,0.449,0.5479,0.4936,16653.2249
org.woheller69.browser,Layer2,2992,3075,14350,3073,0.4932,0.4933,0.4932,23045.2961
org.woheller69.ttsengine,Layer2,3083,3553,21230,2866,0.4646,0.5182,0.4899,23425.3
de.kitshn.android,Layer2,4790,6851,44825,3129,0.4115,0.6049,0.4898,15174.8136
me.x2gd4.dollphone,Layer2,3404,3372,19718,3752,0.5024,0.4757,0.4887,19799.3348
com.ezpnix.writeon,Layer2,3579,4809,29026,2743,0.4267,0.5661,0.4866,9080.176
com.termux.tasker,Layer2,3129,3508,16731,3120,0.4714,0.5007,0.4856,13583.6634
at.bitfire.icsdroid,Layer2,4969,7520,38431,3092,0.3979,0.6164,0.4836,3846.2091
com.sweak.qralarm,Layer2,3833,5830,35779,2435,0.3967,0.6115,0.4812,13441.6176
ru.stersh.youamp,Layer2,4225,5954,36572,3206,0.4151,0.5686,0.4798,23960.8473
com.utazukin.ichaival,Layer2,3648,4557,27347,3375,0.4446,0.5194,0.4791,13787.0374
exe.bbllw8.anemo,Layer2,29,26,485,38,0.5273,0.4328,0.4754,17752.3307
org.koitharu.kotatsu,Layer2,5102,7615,48457,4144,0.4012,0.5518,0.4646,21192.3391
dev.anilbeesetti.nextplayer,Layer2,4059,6204,38379,3354,0.3955,0.5476,0.4593,17297.5897
de.schliweb.bluesharpbendingapp,Layer2,3813,2204,11827,6999,0.6337,0.3527,0.4531,16925.0313
de.marmaro.krt.ffupdater,Layer2,3248,4597,23334,3320,0.414,0.4945,0.4507,15462.416
com.kaanelloed.iconeration,Layer2,3511,5793,30468,3076,0.3774,0.533,0.4419,10131.7076
io.github.sds100.keymapper,Layer2,4010,7400,45656,3119,0.3514,0.5625,0.4326,18975.3517
com.seafile.seadroid2,Layer2,5763,10546,47891,5162,0.3534,0.5275,0.4232,12525.6766
eu.veldsoft.scribe4,Layer2,17,7,271,40,0.7083,0.2982,0.4198,17700.4388
de.k3b.android.calef,Layer2,1339,2636,5959,1368,0.3369,0.4946,0.4008,15005.8868
io.github.ronynn.karui,Layer2,2,1,71,5,0.6667,0.2857,0.4,18831.8325
com.nunosempere.distributioncalculator,Layer2,1629,3850,15165,1353,0.2973,0.5463,0.3851,11535.5275
us.spotco.maps,Layer2,1419,3229,9105,1366,0.3053,0.5095,0.3818,24510.226
org.woheller69.audiometry,Layer2,1639,3806,11954,1511,0.301,0.5203,0.3814,22989.0706
org.woheller69.gptassist,Layer2,1419,3239,9119,1368,0.3046,0.5091,0.3812,23135.9637
org.secuso.privacyfriendlypin,Layer2,1787,4416,11805,1447,0.2881,0.5526,0.3787,22303.0307
com.rabbittownsoftware.convertly,Layer2,1837,4925,18941,1249,0.2717,0.5953,0.3731,12044.5571
com.vipedev.kords,Layer2,1838,5037,20307,1247,0.2673,0.5958,0.3691,13850.0332
de.theiling.neatlauncher,Layer2,1702,4148,14387,1674,0.2909,0.5041,0.369,17142.8791
io.github.pastthepixels.freepaint,Layer2,1750,4172,14640,1812,0.2955,0.4913,0.369,18831.5508
com.sjapps.jsonlist,Layer2,1742,4288,16284,1822,0.2889,0.4888,0.3631,12725.7843
org.woheller69.gpscockpit,Layer2,1624,4104,14272,1617,0.2835,0.5011,0.3621,23097.3067
ch.ihdg.calendarcolor,Layer2,1730,4539,17579,1630,0.276,0.5149,0.3593,4289.308
net.alexbarry.calc,Layer2,1685,4293,17322,1739,0.2819,0.4921,0.3584,19857.4
net.inbox.pager,Layer2,1658,4168,14834,1775,0.2846,0.483,0.3581,19909.9832
one.zagura.CodeRainWall,Layer2,1560,4090,17434,1538,0.2761,0.5036,0.3567,20283.7546
org.koreader.launcher.fdroid,Layer2,1607,4275,11114,1542,0.2732,0.5103,0.3559,21236.442
de.monocles.translator,Layer2,1559,4215,21125,1430,0.27,0.5216,0.3558,16389.6232
org.secuso.privacyfriendlydame,Layer2,1900,5257,16447,1673,0.2655,0.5318,0.3541,22058.5828
org.woheller69.level,Layer2,1443,3784,12828,1510,0.2761,0.4887,0.3528,23182.4263
com.burhanrashid52.photoediting,Layer2,1540,3813,16922,1896,0.2877,0.4482,0.3504,7528.6598
fr.guillaumevillena.opendnsupdater,Layer2,1609,4093,18581,1907,0.2822,0.4576,0.3491,17877.643
eu.domob.shopt2,Layer2,1501,3796,15500,1814,0.2834,0.4528,0.3486,17601.0057
de.k3b.android.intentintercept,Layer2,1391,3680,12738,1551,0.2743,0.4728,0.3472,15052.0093
com.MarcosDiez.shareviahttp,Layer2,1509,4022,15632,1667,0.2728,0.4751,0.3466,4487.6652
org.secuso.privacyfriendlysketching,Layer2,1914,5481,17344,1734,0.2588,0.5247,0.3466,22362.395
org.secuso.aktivpause,Layer2,1979,5582,18674,1902,0.2617,0.5099,0.3459,21881.6604
org.secuso.privacyfriendlyintervaltimer,Layer2,1940,5524,17588,1830,0.2599,0.5146,0.3454,22185.2411
com.wirelessalien.android.moviedb,Layer2,2164,5978,26860,2254,0.2658,0.4898,0.3446,13937.48
de.freewarepoint.whohasmystuff,Layer2,1887,5504,16243,1683,0.2553,0.5286,0.3443,14975.6213
org.secuso.privacyfriendlycircuittraining,Layer2,2030,5743,19245,2007,0.2612,0.5028,0.3438,22001.392
com.nemesis.droidcrypt,Layer2,1546,4160,14762,1774,0.2709,0.4657,0.3426,11402.439
org.secuso.privacyfriendlyfinancemanager,Layer2,1960,5652,19070,1874,0.2575,0.5112,0.3425,22120.8138
com.xvzan.simplemoneytracker,Layer2,1802,5139,15920,1816,0.2596,0.4981,0.3413,14055.8675
org.woheller69.arity,Layer2,1532,4152,14986,1769,0.2695,0.4641,0.341,22943.188
io.simplelogin.android.fdroid,Layer2,1677,4381,20353,2108,0.2768,0.4431,0.3407,19281.513
ua.com.radiokot.photoprism,Layer2,3737,10204,35028,4360,0.2681,0.4615,0.3391,24471.3841
nightlock.peppercarrot,Layer2,3589,10316,27705,3694,0.2581,0.4928,0.3388,20228.2835
org.secuso.privacyfriendlynotes,Layer2,1612,4258,20518,2137,0.2746,0.43,0.3352,22257.0279
eu.veldsoft.tuty.fruty.slot,Layer2,2,2,80,6,0.5,0.25,0.3333,17700.8418
com.oF2pks.jquarks,Layer2,1716,5030,18397,1932,0.2544,0.4704,0.3302,11596.8719
gallery.memories,Layer2,1768,5460,21957,1794,0.2446,0.4964,0.3277,18076.5396
foss.cnugteren.nlweer,Layer2,1814,5318,16767,2136,0.2543,0.4592,0.3274,17813.6773
org.woheller69.omweather,Layer2,1745,5545,19593,2080,0.2394,0.4562,0.314,23246.7623
com.cappielloantonio.notquitemy.tempo,Layer2,2140,6776,33546,2618,0.24,0.4498,0.313,7744.6305
com.cax.pmk.ext,Layer2,6,19,355,14,0.24,0.3,0.2667,7746.5435
ademar.textlauncher,Layer2,2,4,73,9,0.3333,0.1818,0.2353,0.3297
de.markusfisch.android.pielauncher,Layer2,9,31,680,31,0.225,0.225,0.225,15276.3469
dev.jdtech.jellyfin,Layer2,1080,6623,53229,1209,0.1402,0.4718,0.2162,17438.4753
im.narayana.another,Layer2,2157,14396,45261,2280,0.1303,0.4861,0.2055,18549.681
com.mkulesh.micromath.plus,Layer2,251,1445,12062,690,0.148,0.2667,0.1904,11176.2015
dnsfilter.android,Layer2,16,34,1284,108,0.32,0.129,0.1839,17546.6427
com.seyfal.whatsdown,Layer2,827,5341,27574,2347,0.1341,0.2606,0.177,12604.6406
fr.ralala.hexviewer,Layer2,153,1212,10879,478,0.1121,0.2425,0.1533,17948.6086
hev.sockstun,Layer2,40,362,3305,103,0.0995,0.2797,0.1468,18157.4429
com.gitlab.dibdib.dib2calc,Layer2,120,1141,11583,506,0.0952,0.1917,0.1272,9620.8024
com.kolloware.hypezigapp,Layer2,115,1358,10436,472,0.0781,0.1959,0.1117,10159.4821
com.maxistar.textpad,Layer2,46,640,4788,102,0.0671,0.3108,0.1103,11053.3379
org.joinmastodon.android,Layer2,203,3063,13166,472,0.0622,0.3007,0.103,21004.1534
com.markusborg.test,Layer2,33,519,4363,95,0.0598,0.2578,0.0971,11039.439
com.github.xfalcon.vhosts,Layer2,54,977,8065,260,0.0524,0.172,0.0803,9591.8051
com.indieweb.indigenous,Layer2,279,6103,23287,993,0.0437,0.2193,0.0729,9916.8086
de.freehamburger,Layer2,396,8628,31175,1445,0.0439,0.2151,0.0729,14917.8749
org.schabi.nxbookmarks,Layer2,240,5649,19739,911,0.0408,0.2085,0.0682,21780.7132
me.robbyblue.mylauncher,Layer2,204,5303,17884,685,0.037,0.2295,0.0638,19677.8932
com.leestarb.fourthtools,Layer2,200,5693,22295,793,0.0339,0.2014,0.0581,10224.3719
com.plexer0.nitter,Layer2,171,5119,17572,638,0.0323,0.2114,0.0561,11837.3616
com.inator.calculator,Layer2,190,5603,22569,809,0.0328,0.1902,0.0559,9846.2048
systems.sieber.fsclock,Layer2,169,5320,19448,653,0.0308,0.2056,0.0536,24358.0734
cu.axel.smartdock,Layer2,172,5440,18038,665,0.0306,0.2055,0.0533,14350.2277
com.tananaev.calculator,Layer2,25,825,6418,98,0.0294,0.2033,0.0514,13460.063
com.wirelessalien.zipxtract,Layer2,165,5599,20281,664,0.0286,0.199,0.0501,14000.309
ru.ra66it.updaterforspotify,Layer2,146,5127,20808,598,0.0277,0.1962,0.0485,23854.8017
com.github.shadowsocks.plugin.ck,Layer2,134,4848,14943,503,0.0269,0.2104,0.0477,9572.6803
app.olauncher,Layer2,157,5669,19679,632,0.0269,0.199,0.0475,2543.1395
com.jkuester.unlauncher,Layer2,146,5511,18729,486,0.0258,0.231,0.0464,10037.8392
com.haringeymobile.ukweather,Layer2,149,5919,16247,497,0.0246,0.2307,0.0444,9776.5119
com.phstudio.darktheme,Layer2,157,6209,19811,615,0.0247,0.2034,0.044,11785.3563
corewala.gemini.buran,Layer2,104,4501,17273,471,0.0226,0.1809,0.0402,14295.8869
com.gyorog.polycal,Layer2,61,4758,14864,212,0.0127,0.2234,0.024,9722.5305
org.sufficientlysecure.ical,Layer2,45,4775,13977,173,0.0093,0.2064,0.0179,22473.2503
org.scoutant.rpn,Layer2,33,3876,10816,148,0.0084,0.1823,0.0161,21818.2116
com.ath0.rpn,Layer2,0,9,166,9,0,0,0,7140.0028
com.dosse.clock31,Layer2,0,38,124,4,0,0,0,8649.3223
org.asafonov.weather,Layer2,0,9,60,0,0,0,0,20456.3821
,,,,,,,,0.439671483,
